0.76491,0.769597,0.715305,0.970352,0.199385,0.857956,0.308173
0.764332,0.769682,0.727954,0.969775,0.20067,0.857763,0.309191
0.764926,0.77066,0.736539,0.966955,0.204848,0.857473,0.313926
0.764903,0.770361,0.715529,0.969659,0.204133,0.858193,0.311401
0.758575,0.767698,0.706358,0.963768,0.196185,0.853674,0.295873
0.766614,0.771125,0.723759,0.970569,0.205805,0.859136,0.317422
0.766016,0.771017,0.731568,0.970572,0.207177,0.858804,0.315315
0.769507,0.771915,0.755799,0.974675,0.204428,0.861197,0.317639
0.76088,0.768458,0.672225,0.964747,0.196116,0.855255,0.299973
0.766053,0.771045,0.72175,0.971023,0.204779,0.858751,0.312728
0.763163,0.768891,0.697471,0.968904,0.198972,0.856873,0.307127
0.765511,0.770065,0.73082,0.971442,0.200464,0.858601,0.30911
0.763793,0.769227,0.687399,0.968234,0.19568,0.85693,0.303077
0.767783,0.770786,0.72602,0.973779,0.201681,0.859875,0.31206
0.761504,0.768525,0.715289,0.967721,0.195201,0.855847,0.296546
0.767783,0.772059,0.731784,0.97038,0.21116,0.859575,0.324018
0.765461,0.771348,0.715051,0.967132,0.208854,0.85789,0.31816
0.766608,0.772711,0.715252,0.96671,0.213466,0.858462,0.323138
0.764923,0.769053,0.712037,0.971234,0.195213,0.858016,0.305168
0.762663,0.770139,0.682905,0.96501,0.205637,0.856158,0.312953
0.764365,0.771166,0.712182,0.966615,0.210124,0.857396,0.318095
0.758039,0.766958,0.68581,0.96365,0.19292,0.853689,0.29706
0.764381,0.769215,0.71479,0.971031,0.204344,0.85741,0.309673
0.767199,0.772298,0.735029,0.969139,0.211407,0.859185,0.323436
0.769514,0.772362,0.740647,0.973468,0.206991,0.861129,0.317779
0.766072,0.771221,0.723512,0.968904,0.207401,0.858485,0.319133
0.761511,0.767942,0.704099,0.967251,0.193201,0.855886,0.299703
0.762033,0.768225,0.677562,0.967549,0.191882,0.855876,0.297879
0.76489,0.770133,0.73335,0.970005,0.201545,0.858031,0.309248
0.767238,0.770489,0.71986,0.973576,0.199547,0.859961,0.308348
