OKP,|[0.77295798,0.77834773,0.71997428,0.96454233,0.2488686,0.86112881,0.3666231,123.17664,4.5233331,35.07333,11.626669]|,|[123.2,4.5,35.0,11.7]|
ORA,|[0.74042147,0.85090542,0.51185739,0.78296322,0.62207603,0.81504631,0.56015104,199.76666,55.299999,35.033333,57.900002]|,|[225.0,41.0,25.0,57.0]|
ORG,|[0.7352491,0.84580696,0.50474113,0.78183556,0.60754669,0.81183684,0.54905826,199.43333,55.633335,36.5,56.433334]|,|[225.0,41.0,25.0,57.0]|
GRA,|[0.71321851,0.84337324,0.47609863,0.7526508,0.60789335,0.79276317,0.52671409,192.33333,63.466667,36.333332,55.866665]|,|[201.0,55.0,30.0,62.0]|
