0.714285714286,0.717105263158,0.695652173913,0.939655172414,0.271186440678,0.813432835821,0.390243902439,116.0,59.0,109-7-43-16
0.777142857143,0.795031055901,0.571428571429,0.955223880597,0.19512195122,0.867796610169,0.290909090909,134.0,41.0,128-6-33-8
0.737142857143,0.751552795031,0.571428571429,0.952755905512,0.166666666667,0.840277777778,0.258064516129,127.0,48.0,121-6-40-8
0.788571428571,0.786163522013,0.8125,0.9765625,0.276595744681,0.871080139373,0.412698412698,128.0,47.0,125-3-34-13
0.781609195402,0.794871794872,0.666666666667,0.953846153846,0.272727272727,0.867132867133,0.387096774194,130.0,44.0,124-6-32-12
0.764367816092,0.764705882353,0.761904761905,0.959016393443,0.307692307692,0.850909090909,0.438356164384,122.0,52.0,117-5-36-16
0.793103448276,0.822784810127,0.5,0.942028985507,0.222222222222,0.878378378378,0.307692307692,138.0,36.0,130-8-28-8
0.816091954023,0.8,1.0,1.0,0.304347826087,0.888888888889,0.466666666667,128.0,46.0,128-0-32-14
0.810344827586,0.816455696203,0.75,0.96992481203,0.292682926829,0.886597938144,0.421052631579,133.0,41.0,129-4-29-12
0.718390804598,0.719512195122,0.7,0.97520661157,0.132075471698,0.828070175439,0.222222222222,121.0,53.0,118-3-46-7
