0.674338,0.787168,0.675927,0.62365,0.354305,0.886842,0.389653
0.676056,0.817377,0.677937,0.617705,0.38209,0.886979,0.382154
0.674867,0.802538,0.678451,0.609652,0.381654,0.882622,0.388128
0.676601,0.806192,0.679138,0.616337,0.378862,0.887363,0.390613
0.683514,0.809202,0.685519,0.637987,0.387622,0.89041,0.39997
0.678332,0.798668,0.681414,0.619509,0.370743,0.887892,0.39414
0.673136,0.772803,0.678013,0.617928,0.362564,0.88679,0.38687
0.681182,0.801854,0.681395,0.62985,0.369385,0.892836,0.389702
0.677744,0.780159,0.680334,0.619552,0.375762,0.889825,0.381926
0.676072,0.79904,0.681094,0.617759,0.361915,0.887433,0.395057
0.67775,0.781448,0.682699,0.617022,0.37025,0.887544,0.396729
0.676637,0.781712,0.679953,0.626963,0.369051,0.886632,0.387793
0.679524,0.781573,0.681075,0.615498,0.372893,0.885314,0.395243
0.684082,0.790168,0.684649,0.629546,0.373936,0.893988,0.403109
0.680003,0.797435,0.680252,0.631954,0.348569,0.889923,0.397276
0.675438,0.769549,0.679581,0.612854,0.361748,0.885893,0.39187
0.679504,0.804129,0.682212,0.624594,0.367786,0.885333,0.400071
0.677783,0.820525,0.678276,0.618252,0.364548,0.887115,0.389663
0.67491,0.795993,0.678013,0.605084,0.381917,0.878552,0.389283
0.673189,0.764455,0.678452,0.616771,0.366888,0.886617,0.386922
0.68177,0.778066,0.683085,0.63073,0.376576,0.887559,0.403363
0.67891,0.78712,0.680504,0.627919,0.375189,0.888869,0.394562
0.676693,0.782778,0.679428,0.61818,0.362646,0.887386,0.401235
0.682893,0.771129,0.685067,0.633095,0.368921,0.890272,0.402095
0.680617,0.800154,0.684668,0.618329,0.383679,0.883125,0.404096
0.672585,0.780743,0.676457,0.612051,0.348877,0.884661,0.390168
0.677806,0.777162,0.681145,0.630986,0.373781,0.882979,0.399179
0.677172,0.800806,0.67876,0.608698,0.350874,0.888792,0.390731
0.677163,0.775092,0.679988,0.623412,0.371799,0.885772,0.401555
0.680059,0.799767,0.681295,0.631136,0.391473,0.886601,0.391389
