OKP,|[0.67062944,0.79739803,0.65715116,0.69686103,0.37267888,0.93565041,0.25698665,0.50209361,0.77137887,0.37121785,9.6133356,15.796664,0.38999999,1.6733335,95.343346,4.8833323,0.72000009,33.98,12.0]|,|[9.5,15.7,0.6,1.6,95.1,5.2,0.6,33.6,12.5]|
GRA,|[0.59511483,0.85180157,0.72170091,0.43906593,0.31392607,0.60965264,0.70919937,0.45585507,0.64365387,0.53273797,15.9,21.866667,12.966666,1.7666667,124.5,77.0,1.1,26.200001,66.699997]|,|[13.0,21.0,11.0,2.0,132.0,64.0,0.0,30.0,75.0]|
ORG,|[0.63668591,0.64901549,0.71481383,0.50640565,0.41523668,0.69923043,0.62647593,0.49999255,0.70614493,0.55878854,21.833334,24.5,6.1666665,10.2,141.46666,50.733334,2.9666667,31.866667,58.266666]|,|[22.0,30.0,6.0,2.0,133.0,54.0,2.0,29.0,70.0]|
ORA,|[0.65584296,0.80392683,0.71886957,0.51403195,0.38383943,0.73003012,0.64779812,0.51747715,0.72404069,0.5722695,20.166666,26.066668,6.2666669,3.8666666,147.76666,50.766666,1.1,31.700001,60.299999]|,|[21.0,30.0,4.0,4.0,154.0,46.0,0.0,22.0,67.0]|
