0.58857142,0.58857142,0.0,1.0,0.0,0.74100719,0.0,103.0,72.0,103-0-72-0
0.57714285,0.57714285,0.0,1.0,0.0,0.73188405,0.0,101.0,74.0,101-0-74-0
0.62857142,0.62857142,0.0,1.0,0.0,0.77192982,0.0,110.0,65.0,110-0-65-0
0.66857142,0.66857142,0.0,1.0,0.0,0.80136986,0.0,117.0,58.0,117-0-58-0
0.62068965,0.62068965,0.0,1.0,0.0,0.76595744,0.0,108.0,66.0,108-0-66-0
0.54022988,0.54022988,0.0,1.0,0.0,0.70149253,0.0,94.0,80.0,94-0-80-0
0.68390804,0.68390804,0.0,1.0,0.0,0.81228668,0.0,119.0,55.0,119-0-55-0
0.66091954,0.66091954,0.0,1.0,0.0,0.79584775,0.0,115.0,59.0,115-0-59-0
0.63218390,0.63218390,0.0,1.0,0.0,0.77464788,0.0,110.0,64.0,110-0-64-0
0.67816091,0.67816091,0.0,1.0,0.0,0.80821917,0.0,118.0,56.0,118-0-56-0
