0.62285714,0.62285714,0.0,1.0,0.0,0.76760563,0.0,109.0,66.0,109-0-66-0
0.61142857,0.61142857,0.0,1.0,0.0,0.75886524,0.0,107.0,68.0,107-0-68-0
0.66285714,0.66285714,0.0,1.0,0.0,0.79725085,0.0,116.0,59.0,116-0-59-0
0.66285714,0.66285714,0.0,1.0,0.0,0.79725085,0.0,116.0,59.0,116-0-59-0
0.68390804,0.68390804,0.0,1.0,0.0,0.81228668,0.0,119.0,55.0,119-0-55-0
0.60919540,0.60919540,0.0,1.0,0.0,0.75714285,0.0,106.0,68.0,106-0-68-0
0.55747126,0.55747126,0.0,1.0,0.0,0.71586715,0.0,97.0,77.0,97-0-77-0
0.60919540,0.60919540,0.0,1.0,0.0,0.75714285,0.0,106.0,68.0,106-0-68-0
0.66091954,0.66091954,0.0,1.0,0.0,0.79584775,0.0,115.0,59.0,115-0-59-0
0.59770114,0.59770114,0.0,1.0,0.0,0.74820143,0.0,104.0,70.0,104-0-70-0
