0.337139546871,0.34182074666,0.338339149952,0.305232971907,0.0743817538023,0.83653986454,0.093836389482,0.119832478464,0.480447381735,0.142633110285,57.9000015259,58.7000007629,57.7999992371,15.1978788376,4.2,47.6,6.1,3.7,49.1,5.9,4.0,48.3,5.5
0.318798005581,0.325998455286,0.316143631935,0.330983161926,0.0661842599511,0.826799511909,0.0964406877756,0.109407283366,0.456488072872,0.147840604186,60.2999992371,55.7000007629,58.4000015259,38.9063301086,4.0,50.6,5.7,3.9,46.0,5.8,3.9,48.9,5.6
0.333129733801,0.377470582724,0.333265960217,0.329469740391,0.0757014900446,0.822198092937,0.0926146656275,0.122938200831,0.473108440638,0.140851587057,57.2999992371,59.0,58.0999984741,61.629283905,4.3,47.6,5.4,4.1,48.3,6.6,3.5,49.1,5.5
0.337724149227,0.313323289156,0.339144289494,0.33137524128,0.0662097930908,0.842905819416,0.0962643325329,0.108068965375,0.483005285263,0.148382663727,58.5,58.5999984741,57.2999992371,83.2927856445,3.9,48.6,6.0,4.0,49.4,5.2,4.2,47.5,5.6
0.348620682955,0.301817804575,0.349232822657,0.356336653233,0.0631734877825,0.829306304455,0.119636118412,0.103366151452,0.490566641092,0.177450299263,57.5,60.9000015259,56.0,106.478317261,3.6,48.2,5.7,4.7,50.4,5.8,3.8,45.4,6.8
0.358367830515,0.290073812008,0.367161035538,0.34933423996,0.0612327046692,0.825161933899,0.108926989138,0.100481271744,0.507500529289,0.162733241916,57.5,64.5999984741,52.2999992371,127.517066956,3.5,49.0,5.0,5.1,53.4,6.1,3.7,43.0,5.6
0.344032824039,0.244765236974,0.353022634983,0.344589412212,0.0517868772149,0.812390625477,0.11854018271,0.0852376893163,0.489043533802,0.171404466033,55.7999992371,62.5,56.0999984741,148.432373047,2.9,48.7,4.2,4.1,50.7,7.7,4.9,44.8,6.4
0.338830858469,0.357506096363,0.330998450518,0.400449365377,0.0760721713305,0.837963700294,0.10941208899,0.124506793916,0.473869144917,0.170365422964,56.9000015259,57.5999984741,59.9000015259,169.544845581,4.3,48.4,4.2,3.4,48.2,6.0,4.3,49.0,6.6
0.338328391314,0.394933760166,0.335558146238,0.326970398426,0.0813307613134,0.845107853413,0.0939580127597,0.132807925344,0.479353249073,0.144138917327,57.4000015259,57.7999992371,59.2000007629,190.237884521,4.7,47.0,5.7,3.2,48.7,5.9,4.2,49.4,5.6
0.317674875259,0.308571875095,0.316807419062,0.327957093716,0.0658134669065,0.831565856934,0.0891606584191,0.107907414436,0.458461344242,0.138893902302,57.4000015259,55.4000015259,61.5999984741,211.095123291,3.8,47.7,5.9,4.1,46.1,5.2,4.5,51.6,5.5
