0.32,0.363636363636,0.338345864662,0.225806451613,0.0714285714286,0.681818181818,0.132075471698,0.119402985075,0.452261306533,0.166666666667,56.0,66.0,53.0,606.138829,4-42-10-7-45-14-0-46-7
0.291428571429,0.2,0.30303030303,0.272727272727,0.0298507462687,0.8,0.155172413793,0.0519480519481,0.43956043956,0.197802197802,67.0,50.0,58.0,607.482853,2-48-17-3-40-7-5-44-9
0.36,0.428571428571,0.379310344828,0.217391304348,0.0526315789474,0.833333333333,0.0961538461538,0.09375,0.521327014218,0.133333333333,57.0,66.0,52.0,608.721743,3-45-9-2-55-9-2-45-5
0.337142857143,0.6,0.30303030303,0.393939393939,0.08,0.816326530612,0.254901960784,0.141176470588,0.441988950276,0.309523809524,75.0,49.0,51.0,610.077733,6-57-12-1-40-8-3-35-13
0.379310344828,0.444444444444,0.369127516779,0.4375,0.0769230769231,0.887096774194,0.116666666667,0.131147540984,0.521327014218,0.184210526316,52.0,62.0,60.0,611.358028,4-43-5-3-55-4-2-51-7
0.35632183908,0.5,0.353333333333,0.3125,0.0833333333333,0.883333333333,0.0757575757576,0.142857142857,0.504761904762,0.121951219512,48.0,60.0,66.0,612.651843,4-38-6-2-53-5-2-59-5
0.362068965517,0.142857142857,0.333333333333,0.576923076923,0.0181818181818,0.88679245283,0.227272727273,0.0322580645161,0.484536082474,0.326086956522,55.0,53.0,66.0,614.011027,1-47-7-2-47-4-4-47-15
0.33908045977,0.454545454545,0.34965034965,0.2,0.104166666667,0.757575757576,0.0666666666667,0.169491525424,0.478468899522,0.1,48.0,66.0,60.0,615.301771,5-38-5-5-50-11-1-55-4
0.247126436782,0.181818181818,0.246376811594,0.28,0.027027027027,0.666666666667,0.142857142857,0.0470588235294,0.359788359788,0.189189189189,74.0,51.0,49.0,616.550154,2-65-7-6-34-11-3-39-7
0.310344827586,0.333333333333,0.304054054054,0.352941176471,0.0535714285714,0.882352941176,0.089552238806,0.0923076923077,0.452261306533,0.142857142857,56.0,51.0,67.0,617.869525,3-46-7-2-45-4-4-57-6
