0.57142857,0.57142857,0.0,1.0,0.0,0.72727272,0.0,100.0,75.0,100-0-75-0
0.58285714,0.58285714,0.0,1.0,0.0,0.73646209,0.0,102.0,73.0,102-0-73-0
0.62285714,0.62285714,0.0,1.0,0.0,0.76760563,0.0,109.0,66.0,109-0-66-0
0.61142857,0.61142857,0.0,1.0,0.0,0.75886524,0.0,107.0,68.0,107-0-68-0
0.63218390,0.63218390,0.0,1.0,0.0,0.77464788,0.0,110.0,64.0,110-0-64-0
0.70114942,0.70114942,0.0,1.0,0.0,0.82432432,0.0,122.0,52.0,122-0-52-0
0.67816091,0.67816091,0.0,1.0,0.0,0.80821917,0.0,118.0,56.0,118-0-56-0
0.56896551,0.56896551,0.0,1.0,0.0,0.72527472,0.0,99.0,75.0,99-0-75-0
0.68965517,0.68965517,0.0,1.0,0.0,0.81632653,0.0,120.0,54.0,120-0-54-0
0.62068965,0.62068965,0.0,1.0,0.0,0.76595744,0.0,108.0,66.0,108-0-66-0
